txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
131,21,19,18585.11,DEBIT,CARD,TRAVEL,Train,OYO/Goibibo,2025-10-18 20:01:21,Delhi,Delhi,India,Payment for Train at OYO/Goibibo.,2025-12-12 11:44:10
132,22,20,10118.06,DEBIT,UPI,HEALTHCARE,Doctor Visit,Dr. Lal PathLabs,2025-07-01 02:45:51,Jaipur,Rajasthan,India,Payment for Doctor Visit at Dr. Lal PathLabs.,2025-12-12 11:44:10
133,23,21,1241.6,DEBIT,WALLET,TRANSPORT,Fuel,Ola/Uber,2025-08-16 19:42:24,Bengaluru,Karnataka,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:44:10
134,24,22,37769.17,DEBIT,CASH,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,2025-07-23 10:48:07,Pune,Maharashtra,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,2025-12-12 11:44:11
135,25,23,2115.11,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Times of India,2025-07-27 10:49:15,Lucknow,Uttar Pradesh,India,Payment for Software at Times of India.,2025-12-12 11:44:11
136,26,24,4873.91,DEBIT,CARD,SHOPPING,Clothing,Amazon India/Myntra,2025-11-21 16:35:46,Hyderabad,Telangana,India,Payment for Clothing at Amazon India/Myntra.,2025-12-12 11:44:11
137,27,25,1023.23,DEBIT,UPI,FOOD,Coffee Shop,Starbucks,2025-09-02 02:49:13,Chennai,Tamil Nadu,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:44:11
138,28,26,1963.07,DEBIT,WALLET,TRANSPORT,Cab,NHAI Toll,2025-08-25 15:37:34,Delhi,Delhi,India,Payment for Cab at NHAI Toll.,2025-12-12 11:44:11
139,29,27,15509.68,DEBIT,CASH,TRAVEL,Local Sightseeing,IRCTC,2025-06-21 00:08:24,Bengaluru,Karnataka,India,Payment for Local Sightseeing at IRCTC.,2025-12-12 11:44:12
140,30,28,2308.83,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Starbucks,2025-10-21 16:11:08,Jaipur,Rajasthan,India,Payment for Online Delivery at Starbucks.,2025-12-12 11:44:12
141,31,29,10972.63,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,2025-07-06 05:43:08,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:12
142,32,30,3478.78,DEBIT,UPI,SUBSCRIPTIONS,Streaming,Times of India,2025-11-20 19:35:46,Lucknow,Uttar Pradesh,India,Payment for Streaming at Times of India.,2025-12-12 11:44:12
143,33,31,11500.59,DEBIT,NET_BANKING,HEALTHCARE,Insurance Premium,LIC/HDFC Life,2025-08-29 17:35:36,Ahmedabad,Gujarat,India,Payment for Insurance Premium at LIC/HDFC Life.,2025-12-12 11:44:12
144,34,32,41983.84,DEBIT,CASH,EDUCATION,Online Course,BYJU's/Vedantu,2025-08-20 19:15:35,Kolkata,West Bengal,India,Payment for Online Course at BYJU's/Vedantu.,2025-12-12 11:44:13
145,35,33,5563.89,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-10-09 21:05:47,Mumbai,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:13
146,36,34,1732.12,DEBIT,CARD,TRANSPORT,Cab,IOCL Pump,2025-07-28 01:21:49,Delhi,Delhi,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:13
147,37,35,1910.82,DEBIT,UPI,TRANSPORT,Fuel,IOCL Pump,2025-06-25 10:11:51,Bengaluru,Karnataka,India,Payment for Fuel at IOCL Pump.,2025-12-12 11:44:13
148,38,36,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Zomato/Swiggy,2025-07-07 19:20:41,Chennai,Tamil Nadu,India,Payment for Coffee Shop at Zomato/Swiggy.,2025-12-12 11:44:13
149,39,37,2402.04,DEBIT,CASH,FOOD,Restaurant,Saravana Bhavan,2025-08-16 19:40:02,Lucknow,Uttar Pradesh,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:44:14
150,40,38,3592.83,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-06-28 06:47:33,Ahmedabad,Gujarat,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:44:14
151,41,39,2759.5,DEBIT,WALLET,FOOD,Groceries,Reliance Smart,2025-06-27 06:47:40,Jaipur,Rajasthan,India,Payment for Groceries at Reliance Smart.,2025-12-12 11:44:14
152,42,40,1103.52,DEBIT,CARD,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,2025-12-12 11:44:14
153,43,41,1825.92,DEBIT,UPI,FOOD,Online Delivery,Reliance Smart,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:14
154,44,42,19183.99,DEBIT,NET_BANKING,HOUSING,Internet,Landlord,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Internet at Landlord.,2025-12-12 11:44:15
155,45,43,2705.8,DEBIT,CASH,SHOPPING,Online Shopping,Croma/Reliance Digital,2025-07-28 07:12:00,Mumbai,Maharashtra,India,Payment for Online Shopping at Croma/Reliance Digital.,2025-12-12 11:44:15
156,46,44,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,2025-07-16 02:49:50,Delhi,Delhi,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:15
157,47,45,24022.09,DEBIT,WALLET,TRAVEL,Flight,IRCTC,2025-10-18 20:38:09,Bengaluru,Karnataka,India,Payment for Flight at IRCTC.,2025-12-12 11:44:15
158,48,46,3959.08,DEBIT,CARD,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,2025-09-08 11:34:11,Chennai,Tamil Nadu,India,Payment for Newspaper at Netflix/Hotstar.,2025-12-12 11:44:16
159,49,47,2899.7,DEBIT,UPI,SHOPPING,Books,Crossword,2025-09-08 14:02:18,Lucknow,Uttar Pradesh,India,Payment for Books at Crossword.,2025-12-12 11:44:16
160,50,48,2943.43,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,2025-11-06 21:05:07,Ahmedabad,Gujarat,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:16
161,51,49,3547.41,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,2025-09-06 01:21:55,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,2025-12-12 11:44:16
162,52,50,37798.81,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,HDFC Bank/SBI,2025-09-02 20:30:17,Hyderabad,Telangana,India,Payment for Credit Card Payment at HDFC Bank/SBI.,2025-12-12 11:44:16
163,53,53,16801.37,DEBIT,CARD,TRAVEL,Hotel,Indigo/Air India,2025-09-21 16:35:46,Kolkata,West Bengal,India,Payment for Hotel at Indigo/Air India.,2025-12-12 11:44:17
164,1,51,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:17
165,2,52,1100.08,DEBIT,WALLET,TRANSPORT,Fuel,Ola/Uber,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Fuel at Ola/Uber.,2025-12-12 11:44:17
166,3,1,17332.93,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-10-18 10:49:15,Bengaluru,Karnataka,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:17
167,4,2,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,2025-08-01 19:40:02,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:17
168,5,3,1243.34,DEBIT,CARD,TRANSPORT,Fuel,Delhi Metro/BMTC,2025-09-24 09:37:37,Hyderabad,Telangana,India,Payment for Fuel at Delhi Metro/BMTC.,2025-12-12 11:44:18
169,6,4,14259.6,DEBIT,UPI,HEALTHCARE,Insurance Premium,LIC/HDFC Life,2025-08-01 10:48:07,Kolkata,West Bengal,India,Payment for Insurance Premium at LIC/HDFC Life.,2025-12-12 11:44:18
170,7,5,4199.11,DEBIT,NET_BANKING,SHOPPING,Clothing,Amazon India/Myntra,2025-12-09 17:35:36,Chennai,Tamil Nadu,India,Payment for Clothing at Amazon India/Myntra.,2025-12-12 11:44:18
171,8,6,345.92,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,2025-09-02 16:35:46,Lucknow,Uttar Pradesh,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,2025-12-12 11:44:18
172,9,7,2308.83,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Starbucks,2025-07-27 10:49:15,Ahmedabad,Gujarat,India,Payment for Online Delivery at Starbucks.,2025-12-12 11:44:18
173,10,8,11502.94,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,2025-10-09 21:05:47,Jaipur,Rajasthan,India,Payment for Insurance Premium at Practo/Local Clinic.,2025-12-12 11:44:19
174,11,9,16801.37,DEBIT,CARD,TRAVEL,Hotel,OYO/Goibibo,2025-08-14 13:30:10,Pune,Maharashtra,India,Payment for Hotel at OYO/Goibibo.,2025-12-12 11:44:19
175,12,10,1243.68,DEBIT,UPI,FOOD,Coffee Shop,Starbucks,2025-11-20 19:01:21,Hyderabad,Telangana,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:44:19
176,13,11,1825.92,DEBIT,NET_BANKING,FOOD,Online Delivery,Reliance Smart,2025-09-02 21:05:32,Kolkata,West Bengal,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:19
177,14,12,3959.08,DEBIT,CASH,SUBSCRIPTIONS,Newspaper,Times of India,2025-06-25 10:11:51,Mumbai,Maharashtra,India,Payment for Newspaper at Times of India.,2025-12-12 11:44:19
178,15,13,2705.8,DEBIT,AUTO_DEBIT,SHOPPING,Online Shopping,Amazon India/Myntra,2025-08-20 19:15:35,Delhi,Delhi,India,Payment for Online Shopping at Amazon India/Myntra.,2025-12-12 11:44:20
179,16,14,1103.52,DEBIT,WALLET,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,2025-07-28 01:21:49,Bengaluru,Karnataka,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,2025-12-12 11:44:20
180,17,15,10972.63,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,2025-06-28 06:47:33,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:20
181,18,16,3478.78,DEBIT,UPI,SUBSCRIPTIONS,Streaming,Netflix/Hotstar,2025-11-06 21:05:07,Hyderabad,Telangana,India,Payment for Streaming at Netflix/Hotstar.,2025-12-12 11:44:20
182,19,17,2145.29,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,2025-10-21 16:11:08,Lucknow,Uttar Pradesh,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:21
183,20,18,7861.94,DEBIT,CASH,SHOPPING,Clothing,Amazon India/Myntra,2025-07-28 07:12:00,Ahmedabad,Gujarat,India,Payment for Clothing at Amazon India/Myntra.,2025-12-12 11:44:21
184,21,19,24022.09,DEBIT,AUTO_DEBIT,TRAVEL,Flight,Local Travel Agency,2025-07-16 02:49:50,Jaipur,Rajasthan,India,Payment for Flight at Local Travel Agency.,2025-12-12 11:44:21
185,22,20,2402.04,DEBIT,WALLET,FOOD,Restaurant,Reliance Smart,2025-08-16 19:40:02,Kolkata,West Bengal,India,Payment for Restaurant at Reliance Smart.,2025-12-12 11:44:21
186,23,21,1098.39,DEBIT,CARD,FOOD,Coffee Shop,Zomato/Swiggy,2025-07-07 19:20:41,Mumbai,Maharashtra,India,Payment for Coffee Shop at Zomato/Swiggy.,2025-12-12 11:44:21
187,24,22,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,2025-06-27 06:47:40,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:22
188,25,23,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,2025-09-06 01:21:55,Bengaluru,Karnataka,India,Payment for Software at Microsoft 365.,2025-12-12 11:44:22
189,26,24,5563.89,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Microsoft 365,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Gym Membership at Microsoft 365.,2025-12-12 11:44:22
190,27,25,41983.84,DEBIT,AUTO_DEBIT,EDUCATION,Online Course,Coursera/Udemy,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Online Course at Coursera/Udemy.,2025-12-12 11:44:22
191,28,26,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,2025-08-01 16:40:48,Lucknow,Uttar Pradesh,India,Payment for Insurance Premium at Practo/Local Clinic.,2025-12-12 11:44:22
192,29,27,34267.89,DEBIT,CARD,HOUSING,Rent,Airtel Broadband/Jio Fiber,2025-07-28 07:11:47,Ahmedabad,Gujarat,India,Payment for Rent at Airtel Broadband/Jio Fiber.,2025-12-12 11:44:23
193,30,28,15049.88,DEBIT,UPI,TRAVEL,Hotel,Local Travel Agency,2025-07-24 16:15:35,Jaipur,Rajasthan,India,Payment for Hotel at Local Travel Agency.,2025-12-12 11:44:23
194,31,29,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,BYJU's/Vedantu,2025-10-18 10:49:15,Kolkata,West Bengal,India,Payment for Course Material at BYJU's/Vedantu.,2025-12-12 11:44:23
195,32,30,15509.31,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-09-02 16:35:46,Mumbai,Maharashtra,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:23
196,33,31,3037.49,DEBIT,AUTO_DEBIT,FOOD,Online Delivery,Zomato/Swiggy,2025-07-27 10:49:15,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:23
197,34,32,4169.83,DEBIT,WALLET,FOOD,Groceries,Reliance Smart,2025-09-06 01:21:55,Bengaluru,Karnataka,India,Payment for Groceries at Reliance Smart.,2025-12-12 11:44:24
198,35,33,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Maintenance at RWA.,2025-12-12 11:44:24
199,36,34,1112.42,DEBIT,UPI,TRANSPORT,Fuel,IOCL Pump,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Fuel at IOCL Pump.,2025-12-12 11:44:24
200,37,35,2150.94,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,2025-08-01 16:40:48,Lucknow,Uttar Pradesh,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:24
201,38,36,2899.7,DEBIT,CASH,SHOPPING,Books,Amazon India/Myntra,2025-07-28 07:11:47,Ahmedabad,Gujarat,India,Payment for Books at Amazon India/Myntra.,2025-12-12 11:44:24
202,39,37,4873.91,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Croma/Reliance Digital,2025-07-24 16:15:35,Jaipur,Rajasthan,India,Payment for Clothing at Croma/Reliance Digital.,2025-12-12 11:44:25
203,40,38,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Times of India,2025-10-18 10:49:15,Kolkata,West Bengal,India,Payment for Software at Times of India.,2025-12-12 11:44:25
204,41,39,37769.17,DEBIT,CARD,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,2025-09-02 16:35:46,Mumbai,Maharashtra,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,2025-12-12 11:44:25
205,42,40,10118.06,DEBIT,UPI,HEALTHCARE,Doctor Visit,Practo/Local Clinic,2025-07-27 10:49:15,Delhi,Delhi,India,Payment for Doctor Visit at Practo/Local Clinic.,2025-12-12 11:44:25
206,43,41,18585.11,DEBIT,NET_BANKING,TRAVEL,Train,IRCTC,2025-09-06 01:21:55,Bengaluru,Karnataka,India,Payment for Train at IRCTC.,2025-12-12 11:44:25
207,44,42,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:26
208,45,43,10304.7,DEBIT,AUTO_DEBIT,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:44:26
209,46,44,10825.84,DEBIT,WALLET,SHOPPING,Electronics,Croma/Reliance Digital,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Electronics at Croma/Reliance Digital.,2025-12-12 11:44:26
210,47,45,1912.83,DEBIT,CARD,FOOD,Online Delivery,Zomato/Swiggy,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:27
211,48,46,1654.51,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:27
212,49,47,17332.93,DEBIT,NET_BANKING,HOUSING,Maintenance,RWA,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Maintenance at RWA.,2025-12-12 11:44:27
213,50,48,18831.62,DEBIT,CASH,EDUCATION,Course Material,University Book Store,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:27
214,51,49,1100.08,DEBIT,AUTO_DEBIT,TRANSPORT,Fuel,IOCL Pump,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Fuel at IOCL Pump.,2025-12-12 11:44:27
215,52,50,37974.15,DEBIT,WALLET,EDUCATION,Tuition Fees,Coursera/Udemy,2025-08-01 16:40:48,Lucknow,Uttar Pradesh,India,Payment for Tuition Fees at Coursera/Udemy.,2025-12-12 11:44:28
216,53,53,2989.47,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,2025-07-28 07:11:47,Ahmedabad,Gujarat,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:28
217,1,51,4660.85,DEBIT,UPI,SUBSCRIPTIONS,Software,Microsoft 365,2025-07-24 16:15:35,Jaipur,Rajasthan,India,Payment for Software at Microsoft 365.,2025-12-12 11:44:28
218,2,52,2150.94,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,2025-09-02 16:35:46,Kolkata,West Bengal,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:28
219,3,1,1112.42,DEBIT,CASH,TRANSPORT,Fuel,IOCL Pump,2025-11-19 19:01:21,Mumbai,Maharashtra,India,Payment for Fuel at IOCL Pump.,2025-12-12 11:44:29
220,4,2,25732.32,DEBIT,AUTO_DEBIT,HOUSING,Maintenance,BSES/TNEB/MSEDCL,2025-10-14 13:30:10,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,2025-12-12 11:44:29
221,5,3,4169.83,DEBIT,WALLET,FOOD,Groceries,Saravana Bhavan,2025-08-01 16:40:48,Bengaluru,Karnataka,India,Payment for Groceries at Saravana Bhavan.,2025-12-12 11:44:29
222,6,4,3037.49,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,2025-07-28 07:11:47,Pune,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:29
223,7,5,15509.31,DEBIT,UPI,HOUSING,Maintenance,RWA,2025-07-24 16:15:35,Hyderabad,Telangana,India,Payment for Maintenance at RWA.,2025-12-12 11:44:29
224,8,6,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,University Book Store,2025-09-02 16:35:46,Lucknow,Uttar Pradesh,India,Payment for Course Material at University Book Store.,2025-12-12 11:44:30
225,9,7,15049.88,DEBIT,CASH,TRAVEL,Hotel,Indigo/Air India,2025-11-19 19:01:21,Ahmedabad,Gujarat,India,Payment for Hotel at Indigo/Air India.,2025-12-12 11:44:30
226,10,8,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Landlord,2025-10-14 13:30:10,Jaipur,Rajasthan,India,Payment for Rent at Landlord.,2025-12-12 11:44:30
227,11,9,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,LIC/HDFC Life,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Insurance Premium at LIC/HDFC Life.,2025-12-12 11:44:30
228,12,10,41983.84,DEBIT,CARD,EDUCATION,Online Course,BYJU's/Vedantu,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Online Course at BYJU's/Vedantu.,2025-12-12 11:44:30
229,13,11,5563.89,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Microsoft 365,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Gym Membership at Microsoft 365.,2025-12-12 11:44:31
230,14,12,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Netflix/Hotstar,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Software at Netflix/Hotstar.,2025-12-12 11:44:31
231,15,13,2115.11,DEBIT,CASH,SUBSCRIPTIONS,Software,Times of India,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Software at Times of India.,2025-12-12 11:44:31
232,16,14,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,2025-12-12 11:44:31
233,17,15,2899.69,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,2025-12-12 11:44:31
234,18,16,10118.06,DEBIT,CARD,HEALTHCARE,Doctor Visit,Apollo Pharmacy,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Doctor Visit at Apollo Pharmacy.,2025-12-12 11:44:32
235,19,17,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,2025-12-12 11:44:32
236,20,18,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Starbucks,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Coffee Shop at Starbucks.,2025-12-12 11:44:32
237,21,19,2402.04,DEBIT,CASH,FOOD,Restaurant,Saravana Bhavan,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Restaurant at Saravana Bhavan.,2025-12-12 11:44:32
238,22,20,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Clothing at Zara/H&M.,2025-12-12 11:44:32
239,23,21,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,2025-08-01 16:40:48,Lucknow,Uttar Pradesh,India,Payment for Flight at OYO/Goibibo.,2025-12-12 11:44:33
240,24,22,18585.11,DEBIT,CARD,TRAVEL,Train,Local Travel Agency,2025-07-28 07:11:47,Ahmedabad,Gujarat,India,Payment for Train at Local Travel Agency.,2025-12-12 11:44:33
241,25,23,10304.7,DEBIT,UPI,HEALTHCARE,Lab Test,Dr. Lal PathLabs,2025-07-24 16:15:35,Jaipur,Rajasthan,India,Payment for Lab Test at Dr. Lal PathLabs.,2025-12-12 11:44:33
242,26,24,45131.63,DEBIT,NET_BANKING,FINANCE,Loan EMI,HDFC Bank/SBI,2025-09-02 16:35:46,Kolkata,West Bengal,India,Payment for Loan EMI at HDFC Bank/SBI.,2025-12-12 11:44:33
243,27,25,1912.83,DEBIT,CASH,FOOD,Online Delivery,Reliance Smart,2025-11-19 19:01:21,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,2025-12-12 11:44:33
244,28,26,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Amazon India/Myntra,2025-10-14 13:30:10,Delhi,Delhi,India,Payment for Electronics at Amazon India/Myntra.,2025-12-12 11:44:34
245,29,27,2705.8,DEBIT,WALLET,SHOPPING,Online Shopping,Croma/Reliance Digital,2025-08-01 16:40:48,Bengaluru,Karnataka,India,Payment for Online Shopping at Croma/Reliance Digital.,2025-12-12 11:44:34
246,30,28,1103.52,DEBIT,CARD,TRANSPORT,Metro/Bus Pass,NHAI Toll,2025-07-28 07:11:47,Pune,Maharashtra,India,Payment for Metro/Bus Pass at NHAI Toll.,2025-12-12 11:44:34
247,31,29,3959.08,DEBIT,UPI,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,2025-07-24 16:15:35,Hyderabad,Telangana,India,Payment for Newspaper at Netflix/Hotstar.,2025-12-12 11:44:34
248,32,30,1825.92,DEBIT,NET_BANKING,FOOD,Online Delivery,Zomato/Swiggy,2025-09-02 16:35:46,Lucknow,Uttar Pradesh,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:34
249,33,31,1243.68,DEBIT,CASH,FOOD,Coffee Shop,Reliance Smart,2025-11-19 19:01:21,Ahmedabad,Gujarat,India,Payment for Coffee Shop at Reliance Smart.,2025-12-12 11:44:35
250,34,32,16801.37,DEBIT,AUTO_DEBIT,TRAVEL,Hotel,Indigo/Air India,2025-10-14 13:30:10,Jaipur,Rajasthan,India,Payment for Hotel at Indigo/Air India.,2025-12-12 11:44:35
251,35,33,1100.08,DEBIT,WALLET,TRANSPORT,Fuel,Delhi Metro/BMTC,2025-08-01 16:40:48,Kolkata,West Bengal,India,Payment for Fuel at Delhi Metro/BMTC.,2025-12-12 11:44:35
252,36,34,18831.62,DEBIT,CARD,EDUCATION,Course Material,BYJU's/Vedantu,2025-07-28 07:11:47,Mumbai,Maharashtra,India,Payment for Course Material at BYJU's/Vedantu.,2025-12-12 11:44:35
253,37,35,17332.93,DEBIT,UPI,HOUSING,Maintenance,RWA,2025-07-24 16:15:35,Delhi,Delhi,India,Payment for Maintenance at RWA.,2025-12-12 11:44:36
254,38,36,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,2025-09-02 16:35:46,Bengaluru,Karnataka,India,Payment for Cab at IOCL Pump.,2025-12-12 11:44:36
255,39,37,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,2025-11-19 19:01:21,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,2025-12-12 11:44:36
256,40,38,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Croma/Reliance Digital,2025-10-14 13:30:10,Hyderabad,Telangana,India,Payment for Electronics at Croma/Reliance Digital.,2025-12-12 11:44:36
257,41,39,10304.7,DEBIT,WALLET,HEALTHCARE,Lab Test,Apollo Pharmacy,2025-08-01 16:40:48,Lucknow,Uttar Pradesh,India,Payment for Lab Test at Apollo Pharmacy.,2025-12-12 11:44:36
258,42,40,2899.69,DEBIT,CARD,SUBSCRIPTIONS,Gym Membership,Microsoft 365,2025-07-28 07:11:47,Ahmedabad,Gujarat,India,Payment for Gym Membership at Microsoft 365.,2025-12-12 11:44:37
259,43,41,18585.11,DEBIT,UPI,TRAVEL,Train,OYO/Goibibo,2025-07-24 16:15:35,Jaipur,Rajasthan,India,Payment for Train at OYO/Goibibo.,2025-12-12 11:44:37
260,44,42,24022.09,DEBIT,NET_BANKING,TRAVEL,Flight,IRCTC,2025-09-02 16:35:46,Kolkata,West Bengal,India,Payment for Flight at IRCTC.,2025-12-12 11:44:37
