"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-15","78",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-16","76","86","62"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-17","75","83","64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-18","73","83","64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-19","75",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-20","75","84","61"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-21","76","89","62"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-22","79",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-23","80","93","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-24","79","90","64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-25","82",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-26","81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-27","80",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-02-28","84","100","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-01","83",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-02","83","95","68"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-03","84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-04","80","88","69"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-05","81",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-06","80","92","66"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-07","83",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-08","87",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-09","82","92","70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-10","86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-11","85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-12","81","90","70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-13","80","90","72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-14","82","93","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-15","85","98","70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-16","86",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-17","87","103",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-18","83","97",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-19","83","95",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-20","83","93","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-21","80","90","72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-22","77","86",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-23","79","89","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-24","79","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-25","80","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-26","83","94","72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-27","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-28","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-29","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-30","79","94",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-03-31","80","90","67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-01","79","88","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-02","80","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-03","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-04","80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-05","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-06","82","94",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-07","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-08","83","90","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-09","81",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-10","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-11","82",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-12","82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-13","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-14","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-15","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-16","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-17","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-18","82",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-19","82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-20","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-21","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-22","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-23","85","93","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-24","85","94","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-25","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-26","87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-27","88",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-28","88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-29","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-04-30","85","95","79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-01","86","95",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-02","85","95",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-03","86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-04","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-05","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-06","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-07","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-08","86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-09","86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-10","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-11","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-12","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-13","86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-14","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-15","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-16","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-17","87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-18","87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-19","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-20","87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-21","87",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-22","88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-23","88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-24","86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-25","84","91",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-26","85","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-27","85","92","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-28","84","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-29","85","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-30","87","92","83"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-05-31","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-01","81","91",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-02","84","92","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-03","85","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-04","87","93",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-05","86",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-06","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-07","86","93","82"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-08","86","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-09","86","93",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-10","86","92","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-11","85","92","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-12","85","89","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-13","81","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-14","82","91",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-15","83","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-16","81","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-17","82","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-18","78","81",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-19","79","83","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-20","77","79",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-21","80","85","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-22","81","85",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-23","82","87","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-24","84","88","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-25","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-26","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-27","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-28","83","90","79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-29","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-06-30","83","91",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-01","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-02","81","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-03","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-04","77","86",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-05","78","83",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-06","78","83",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-07","77","81",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-08","81","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-09","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-10","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-11","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-12","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-13","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-14","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-15","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-16","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-17","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-18","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-19","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-20","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-21","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-22","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-23","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-24","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-25","83","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-26","79","84",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-27","80","85",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-28","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-29","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-30","79","87",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-07-31","80","84",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-01","81","86",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-02","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-03","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-04","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-05","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-06","83","87","78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-07","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-08","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-09","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-10","83","88","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-11","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-12","81","86",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-13","82","85",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-14","82","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-15","83","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-16","82","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-17","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-18","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-19","82","87",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-20","82","89","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-21","80","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-22","77","81",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-23","80","85","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-24","79","83","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-25","80","85","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-26","81","87",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-27","83","89","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-28","82","89","80"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-29","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-30","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-08-31","81","87",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-01","81","87","77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-02","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-03","80","86","74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-04","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-05","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-06","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-07","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-08","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-09","84","90","79"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-10","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-11","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-12","85","89","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-13","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-14","84","89","78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-15","80","89",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-16","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-17","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-18","85","90","78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-19","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-20","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-21","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-22","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-23","83","88",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-24","84",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-25","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-26","79",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-27","79",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-28","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-29","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-09-30","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-01","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-02","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-03","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-04","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-05","84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-06","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-07","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-08","87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-09","89",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-10","89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-11","89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-12","89",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-13","88","98","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-14","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-15","85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-16","87","97","74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-17","89",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-18","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-19","86","95","75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-20","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-21","86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-22","84",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-23","83","92","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-24","84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-25","86",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-26","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-27","85","94","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-28","85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-29","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-30","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-10-31","86",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-01","86","94","76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-02","87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-03","89",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-04","89",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-05","89",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-06","88",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-07","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-08","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-09","86","97","74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-10","86","93","74"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-11","84","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-12","80",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-13","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-14","84",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-15","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-16","85",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-17","86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-18","84","93","72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-19","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-20","82","92",
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-21","82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-22","83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-23","82","90","71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-24","82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-25","81","89","73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-26","80","88","72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-27","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-28","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-29","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-11-30","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-01","83",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-02","83",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-03","82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-04","81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-05","83",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-06","84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-07","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-08","77",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-09","77",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-10","75",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-11","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-12","80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-13","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-14","77",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-15","81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-16","77",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-17","78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-18","76",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-19","76",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-20","77",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-21","79",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-22","77",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-23","76",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-24","76",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-25","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-26","77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-27","76",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-28","78",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-29","79",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-30","77",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1997-12-31","78",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-01","82",,
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-02","81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-03","84","93",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-04","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-05","79","92","69"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-06","78","90",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-07","78","91","67"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-08","76",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-09","78","93","67"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-10","79","94",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-11","76","91","66"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-12","77","92","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-13","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-14","75","87",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-15","74","85","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-16","74","84","65"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-17","71",,
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-18","68","79","55"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-19","69",,"54"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-20","71","81",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-21","71",,"55"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-22","71","86","61"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-23","71",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-24","74","86","60"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-25","74",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-26","76",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-27","74",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-28","74",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-29","75","88","60"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-30","78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-01-31","79","94","63"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-01","82","96","68"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-02","78",,
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-03","79","92","66"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-04","76","90","61"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-05","75","88","62"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-06","74","86",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-07","76","90","58"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-08","80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-09","83",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-10","81","96",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-11","80","95","68"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-12","79","96",
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-13","78","94","66"
"IN012070800","BOMBAY SANTACRUZ, IN","1998-02-14","78","87","69"
